"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"COA5",0.118760651345239,-0.350179206404598,0.291,0.378,1,0.15100897442593
"CAMTA1",0.119934797101594,-0.326885633747732,0.26,0.365,1,0.152303119135531
"PIH1D1",0.125878584993718,-0.379757975026986,0.339,0.432,1,0.159642892947762
"MTRNR2L12",0.126262312300043,0.562717362280472,0.913,0.932,1,0.159921316229183
"PVRIG",0.128996875123187,-0.306418760932404,0.441,0.5,1,0.162976265621283
"PEX2",0.129008933053397,-0.340335485572121,0.394,0.432,1,0.162976265621283
"ZFAND5",0.130223091584578,0.317682566130531,0.787,0.703,1,0.164297009330802
"FAM177A1",0.130685326484062,-0.261327122841231,0.898,0.959,1,0.16466689262028
"HBS1L",0.131028897530153,-0.264606385484631,0.472,0.527,1,0.164886493791174
"QTRT1",0.132090514090809,-0.293660185462872,0.591,0.635,1,0.166007949321868
"PGM2",0.13368712686813,-0.338018265321563,0.118,0.189,1,0.167798017486544
"TMEM175",0.134381452359676,-0.298463417002431,0.307,0.378,1,0.168452425480469
"MAPK1IP1L",0.135611127030997,0.253477650380375,0.803,0.716,1,0.16977536983058
"PPP2R3C",0.137308970521457,-0.459253576193758,0.283,0.351,1,0.171680278931835
"MRPL14",0.138162581788524,-0.260894976032491,0.283,0.365,1,0.172448944940361
"LRRC27",0.138277850101049,-0.330416798346264,0.252,0.311,1,0.172448944940361
"ANO10",0.138554286810908,-0.259350615921145,0.205,0.27,1,0.172572730631489
"COMMD9",0.139443589342572,-0.410696052274708,0.441,0.527,1,0.173458564520645
"RN7SL5P",0.140299420097394,-0.335480868951308,0.661,0.716,1,0.174300555069977
"SAP30BP",0.142091428250219,-0.376976244153884,0.37,0.432,1,0.176301975943583
"BBS2",0.143313270742443,0.285027538410247,0.559,0.459,1,0.177591762981094
"PPIE",0.143804267257874,-0.35592866755398,0.646,0.662,1,0.177973769134904
"RGS2",0.146432914547065,0.262295543933813,0.315,0.216,1,0.180848867171989
"MRPS11",0.146498722996611,-0.288310266635063,0.449,0.514,1,0.180848867171989
"HENMT1",0.147276198088426,-0.292141076121529,0.291,0.365,1,0.181578502453326
"C5orf56",0.148610994656488,-0.308880244556889,0.291,0.351,1,0.182990284087614
"TANK",0.14879702771806,0.259514494280896,0.425,0.338,1,0.182990284087614
"DYRK4",0.149023013888154,-0.276544308117758,0.055,0.108,1,0.183037093981163
"UTRN",0.15460974702486,-0.472795802902071,0.63,0.662,1,0.189659815619916
"ABCD4",0.156105402089931,-0.496468782669929,0.772,0.757,1,0.191253662434708
"BLOC1S1",0.161326127256378,-0.334492837317178,0.213,0.284,1,0.197401567773508
"ARL16",0.163358883680535,-0.258983003715775,0.709,0.77,1,0.199638083694908
"HSPA5",0.164771915858978,-0.256390190121432,0.961,0.919,1,0.201059944986053
"GPATCH8",0.164935211544,-0.353781384499309,0.315,0.378,1,0.201059944986053
"TIMM17A",0.167332328665358,-0.257992224553913,0.819,0.811,1,0.203727110150074
"CXorf40B",0.168522622689125,-0.31713585844541,0.126,0.189,1,0.204920142945328
"CD96",0.169288309394493,-0.336243841111162,0.937,0.865,1,0.20559453036189
"BCL6",0.170026547887189,-0.284608913577421,0.173,0.243,1,0.206233944759803
"TWISTNB",0.17057462506666,-0.277254591423365,0.213,0.284,1,0.20659550695958
"DPH5",0.170748853287949,-0.287396248849022,0.228,0.297,1,0.20659550695958
"LINC01481",0.171354381085579,-0.251632498138591,0.134,0.203,1,0.20707092701905
"TARS2",0.176104240372372,-0.30803620741977,0.575,0.622,1,0.212547125306927
"EXOSC10",0.179918308894064,-0.253138993913253,0.48,0.554,1,0.216881723840122
"SMAD5",0.184273958391431,-0.314523130691194,0.315,0.365,1,0.221857645826024
"IQGAP1",0.185725671022721,-0.268287777252208,0.74,0.73,1,0.223062585886433
"MTHFD1",0.185732810219607,-0.270313851657764,0.646,0.703,1,0.223062585886433
"IGFLR1",0.187778250377096,-0.317023563095046,0.228,0.297,1,0.225241398851344
"MRPS35",0.189933190359808,-0.491689526420965,0.157,0.216,1,0.227546036175218
"RNASEH2C",0.19037809965121,-0.401141007048212,0.441,0.486,1,0.227798856339409
"TRPV2",0.195249234349012,-0.326463443581571,0.299,0.365,1,0.233340802768022
"CKAP5",0.196510978235277,-0.266472907016511,0.102,0.162,1,0.234560898040637
"POLR2F",0.196819844911945,-0.40904722570185,0.52,0.541,1,0.234642018291596
"PSMA4",0.198047069762531,-0.3931479046759,0.551,0.581,1,0.235816437590104
"MAU2",0.199122745603515,-0.327468692977444,0.425,0.5,1,0.236807758507722
"PIGL",0.200250697377763,-0.453799018320233,0.394,0.446,1,0.237858755177977
"ARID4A",0.202264597159561,-0.289604251797408,0.425,0.486,1,0.239958243158846
"LAMTOR3",0.202788714083263,-0.451616065034886,0.339,0.392,1,0.240287357076762
"MPHOSPH8",0.204135956222974,-0.258007129427821,0.835,0.784,1,0.241589819393897
"SNX10",0.206633447593309,-0.250779959003677,0.165,0.216,1,0.244248759655197
"H2AFV",0.207633463837882,-0.251357209789595,0.512,0.365,1,0.245133325791633
"CBLL1",0.209634060360395,-0.339789079833736,0.346,0.405,1,0.247195611127149
"HSBP1L1",0.212230508275514,0.315791337867039,0.323,0.257,1,0.249954673591718
"STN1",0.217058801806677,-0.274587292760887,0.276,0.351,1,0.255332455265342
"PAXX",0.221484529214455,-0.355324173828293,0.354,0.392,1,0.260224284022773
"IMMP2L",0.228169281243459,-0.371041833753235,0.11,0.162,1,0.267755277025457
"RAB4B",0.228605918864806,-0.334421076601142,0.283,0.324,1,0.267944843531072
"LINC00861",0.230296191372637,-0.343082493576576,0.63,0.676,1,0.269398682618183
"CARD16",0.230399489343888,-0.314794380424725,0.339,0.419,1,0.269398682618183
"PSTPIP1",0.240168487710558,-0.350352675745596,0.457,0.486,1,0.280484540803457
"EIF3C",0.241138270051301,-0.267236357756978,0.669,0.662,1,0.28127985033529
"VAPA",0.241858212573314,0.28246562328397,0.992,0.973,1,0.281782175892832
"METTL8",0.24380577407005,0.250573724271893,0.772,0.716,1,0.283711856564192
"MIF4GD",0.244599578084925,-0.257189894312147,0.276,0.338,1,0.284295929659567
"SNX4",0.24675172856513,-0.278409316882256,0.173,0.23,1,0.286455522791939
"TBC1D23",0.248265878995767,-0.337545539041885,0.323,0.243,1,0.287870197787949
"LINC00116",0.253412631639391,-0.252475866893295,0.134,0.189,1,0.293488588842766
"YARS",0.257332926778612,-0.380250533449119,0.685,0.73,1,0.297674905798537
"REPS1",0.265211706677208,-0.266818590223056,0.394,0.432,1,0.306424913764651
"HPRT1",0.268356315766118,-0.315872698923685,0.15,0.203,1,0.309690819379382
"PSMB6",0.271348475121834,-0.377687481730765,0.535,0.554,1,0.312431531792405
"GUSB",0.271372767860754,-0.310265568775725,0.567,0.581,1,0.312431531792405
"CMC2",0.271931153645994,0.277552950384378,0.638,0.554,1,0.312704774086421
"NUCB2",0.27275458144219,-0.577699584725741,0.811,0.784,1,0.313281795194213
"NEIL1",0.278129543186023,-0.527374526031534,0.449,0.486,1,0.318713348835357
"CLUAP1",0.278137932761862,-0.255562265677329,0.559,0.581,1,0.318713348835357
"EIF2B2",0.280124733391108,-0.269327365677285,0.26,0.311,1,0.320612797089236
"OSTF1",0.280497135266438,-0.348843733238074,0.685,0.73,1,0.320662218015858
"AHSA1",0.289158648285305,-0.344705823095132,0.614,0.649,1,0.330176463575483
"TAF1D",0.303456635997606,-0.428290393702154,0.543,0.527,1,0.346096912718582
