"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","adj_p_val"
"Rpl35a",2.87881301745648e-34,-2.06659851531257,0.44,1,6.93909089727709e-30,5.59457972265452e-33
"Pafah1b3",2.88251816277469e-34,-0.497294103144178,0.09,1,6.9480217795521e-30,5.59457972265452e-33
"Ldha",2.93447160709145e-34,-2.18483522684882,0.74,1,7.07325036173323e-30,5.66816357790822e-33
"Gins2",2.96684171311389e-34,-0.676004602254642,0.12,0.99,7.15127526528972e-30,5.70339999801942e-33
"Pa2g4",3.08139277771506e-34,-1.28294304273884,0.4,1,7.42738915140438e-30,5.89553679793161e-33
"Gng5",3.23384834652135e-34,-2.03196036113753,0.21,1,7.79486805445506e-30,6.15804045986164e-33
"Ppia",3.25695056538478e-34,-2.20234529369102,0.97,1,7.85055364280346e-30,6.17291522650626e-33
"Rps26",3.35325415145172e-34,-2.32001386529248,0.48,1,8.08268380665923e-30,6.32574159318253e-33
"Gm46430",3.39600434811945e-34,-1.29577689179348,0.17,1,8.18572888070711e-30,6.37659048993405e-33
"Pou1f1",3.54487395083385e-34,1.79548722856864,0.93,0.04,8.54456417108992e-30,6.62530376829457e-33
"Ddx18",4.06019907332111e-34,-0.813849555151409,0.24,1,9.78670384633321e-30,7.5534671239619e-33
"Rfc3",4.16204567126471e-34,-0.657816738378849,0.04,0.96,1.00321948860165e-29,7.70632447777276e-33
"Gm12953",4.18054263223244e-34,-2.02723149943936,0.15,0.99,1.00767799607331e-29,7.70632447777276e-33
"Gm10146",4.32955285929992e-34,-0.679867461202354,0.02,0.93,1.04359542120565e-29,7.94472949681535e-33
"Ahcy",4.43349556680622e-34,-0.361000114776345,0.05,0.98,1.06864977142297e-29,8.09865230913879e-33
"Sssca1",4.47921764021009e-34,-1.05327719332353,0.14,0.99,1.07967061999624e-29,8.14531604212979e-33
"Shcbp1",4.53527939878947e-34,-0.338031933501167,0.15,1,1.09318374628421e-29,8.21027934211349e-33
"Snrpb",4.58799349393658e-34,-1.61698972852557,0.27,1,1.10588995177847e-29,8.24120998526616e-33
"Rpl13",4.59319357613298e-34,-1.88562550949346,0.88,1,1.10714337959109e-29,8.24120998526616e-33
"Rpl14",4.68717581935648e-34,-1.79057366364601,0.75,1,1.12979685949769e-29,8.37262335519563e-33
"Pwp1",4.92325099707917e-34,-0.385720419844397,0.1,0.99,1.18670042033596e-29,8.720310974799e-33
"Dpy30",4.94473810706709e-34,-1.0831312002622,0.19,0.99,1.19187967332745e-29,8.720310974799e-33
"Nudt21",4.9466217815927e-34,-0.860339493023665,0.42,1,1.1923337142351e-29,8.720310974799e-33
"Rps17",5.11956097389829e-34,-2.44167617064194,0.44,1,1.23401897714844e-29,8.96136533549761e-33
"Rps5",5.12775673148364e-34,-2.13548931091061,0.75,1,1.23599448255682e-29,8.96136533549761e-33
"Rpl31",5.36476100549057e-34,-1.87623232654639,0.54,1,1.29312199276345e-29,9.33514662895061e-33
"Mthfd2",5.46249523239906e-34,-0.335817552474685,0.05,0.95,1.31667985081747e-29,9.46441770523391e-33
"Rcl1",5.57352506709207e-34,-0.547881364801703,0.13,1,1.34344248217187e-29,9.61552166489346e-33
"AC134917.1",5.79247551557921e-34,-0.256337148182841,0.02,0.93,1.39621829827521e-29,9.95073347080564e-33
"Snrpe",6.05095385369843e-34,-1.98808990828947,0.33,1,1.45852191689547e-29,1.03507206387206e-32
"Npm1",6.15439612884681e-34,-3.06820433635081,0.63,1,1.48345564289723e-29,1.03878984733657e-32
"Gm43652",6.30427328703146e-34,6.36395619800583,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"Gm19087",6.30427328703146e-34,3.46614889657274,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"5830416I19Rik",6.30427328703146e-34,3.07083605651399,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"Gm44090",6.30427328703146e-34,2.29016032283602,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"Gm42535",6.30427328703146e-34,1.41443838668047,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"Olfr729",6.30427328703146e-34,1.32368756748374,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"Stmn4",6.30427328703146e-34,1.30911486825662,0.91,0,1.51958203310606e-29,1.03878984733657e-32
"Pimreg",6.30427328703146e-34,-0.301021575881963,0,0.91,1.51958203310606e-29,1.03878984733657e-32
"Rpl10a-ps1",6.33175655887579e-34,-1.56750337985383,0.1,1,1.52620660095142e-29,1.03907728569844e-32
